uB	E	M	M2	C	X
-0.27	-154.467	-0.00025663	0.99442	0	0
-0.28	-229.477	0.00102503	1.00851	0	0
-0.29	50.4822	0.00125095	0.946706	0	0
-0.3	-274.229	0.00111151	0.878895	0	0
-0.31	181.556	-0.000693499	1.03627	0	0
-0.32	-26.3163	-0.000387082	0.973958	0	0
-0.33	145.519	0.000249729	0.984626	0	0
-0.34	-156.983	0.000287246	1.00585	0	0
-0.35	310.483	-0.00147113	1.045	0	0
-0.36	-453.24	0.000790829	0.992785	0	0
-0.37	-276.791	-0.000244941	0.96924	0	0
-0.38	548.662	-0.000172494	1.07105	0	0
-0.39	-273.367	-0.000981609	0.84609	0	0
-0.4	-154.722	0.000194166	0.960446	0	0
-0.41	62.1969	-0.000171593	0.996158	0	0
-0.42	-37.1942	6.38526e-05	1.00303	0	0
-0.43	-11.3297	0.00015068	1.00635	0	0
-0.44	61.7959	0.00110465	0.999151	0	0
-0.45	-213.378	0.000444957	0.972424	0	0
-0.46	-97.6521	0.000258982	0.993132	0	0
-0.47	156.325	-9.69589e-05	1.0138	0	0
-0.48	84.482	0.000109876	0.986591	0	0
-0.49	-526.583	-0.000743985	0.998779	0	0
-0.5	-239.889	-0.000264117	0.97181	0	0
-0.51	-181.629	4.64124e-05	0.989264	0	0
-0.52	-288.223	6.21069e-06	1.00442	0	0
-0.53	-516.186	-0.00026674	0.995809	0	0
-0.54	242.351	8.08718e-05	1.01144	0	0
-0.55	10.9299	-0.000374195	1.00089	0	0
-0.56	203.558	0.000158799	1.01195	0	0
-0.57	152.274	-0.000266459	1.0082	0	0
-0.58	-72.6981	-0.000983222	1.01726	0	0
-0.59	432.645	-0.000211453	1.00251	0	0
-0.6	-310.69	0.000521157	0.987668	0	0
-0.61	-240.098	6.07485e-05	1.01206	0	0
-0.62	-154.951	-0.000140052	0.943705	0	0
-0.63	131.983	-5.17452e-05	1.0034	0	0
-0.64	59.8541	-9.09445e-05	1.00008	0	0
-0.65	-155.838	-1.60867e-05	0.983861	0	0
-0.66	-274.34	-0.000445004	1.0985	0	0
-0.67	202.331	-0.00135565	0.985179	0	0
-0.68	-142.462	0.000426251	0.998363	0	0
-0.69	203.831	-0.000123171	1.01924	0	0
-0.7	-123.909	-0.000692536	0.955964	0	0
-0.71	190.888	-0.000215168	0.991435	0	0
-0.72	526.814	-0.000192913	0.988653	0	0
-0.73	-312.639	-1.91269e-05	1.00377	0	0
-0.74	83.8744	-2.53503e-05	1.00971	0	0
-0.75	-179.617	-0.000166567	1.04243	0	0
-0.76	672.492	0.000115376	0.99944	0	0
