uB	E	M	M2	C	X
0.65	-21224.9	0.99099	2455.17	0.124376	0.0114348
0.64	-21112.8	0.990751	2453.99	0.128887	0.0112349
0.63	-21067.6	0.991066	2455.55	0.123956	0.0111288
0.62	-21135.5	0.99073	2453.89	0.144023	0.0132903
0.61	-21157.8	0.990635	2453.42	0.147474	0.0134796
0.6	-21226.8	0.99042	2452.35	0.140234	0.0129743
0.59	-20974.2	0.990445	2452.48	0.140077	0.0129807
0.58	-21207.9	0.989887	2449.71	0.152034	0.0144133
0.57	-20853.9	0.989365	2447.14	0.209184	0.0206774
0.56	-20919.5	0.990029	2450.42	0.158216	0.0149897
0.55	-21010.9	0.989656	2448.57	0.168556	0.0161584
0.54	-20830.8	0.989647	2448.53	0.152276	0.0150197
0.53	-20695.1	0.989475	2447.68	0.156866	0.0148967
0.52	-20800.5	0.989244	2446.54	0.163566	0.0161802
0.51	-20869.3	0.989001	2445.34	0.174421	0.0172236
0.5	-20699.9	0.988963	2445.15	0.182123	0.0179151
0.49	-20671.6	0.98858	2443.26	0.178934	0.0181162
0.48	-20887	0.988595	2443.33	0.172019	0.0173512
0.47	-20632	0.988359	2442.17	0.174681	0.017859
0.46	-20630.1	0.988283	2441.79	0.167789	0.0165255
0.45	-20624.3	0.987728	2439.05	0.190136	0.0199202
0.44	-20705.6	0.987316	2436.99	0.0613341	0.00686459
0.43	-20682.2	0.987655	2438.69	0.177593	0.0185244
0.42	-20657.1	0.987606	2438.45	0.17589	0.018874
0.41	-20581.6	0.987331	2437.09	0.187801	0.0199467
0.4	-20542.8	0.987103	2435.96	0.177294	0.0193318
0.39	-20635.4	0.986808	2434.51	0.196205	0.021439
0.38	-20646.6	0.986824	2434.59	0.187377	0.0199726
0.37	-20530.4	0.985988	2430.48	0.231097	0.0263791
0.36	-20389.9	0.986457	2432.78	0.189871	0.021382
0.35	-20264.7	0.985963	2430.34	0.19667	0.0222911
0.34	-20431.7	0.985927	2430.17	0.182915	0.0209927
0.33	-20391.8	0.985566	2428.39	0.18486	0.0221841
0.32	-20351.6	0.98522	2426.69	0.206343	0.0241188
0.31	-20160.3	0.985375	2427.45	0.19312	0.0221094
0.3	-20228.2	0.984955	2425.38	0.203514	0.0242269
0.29	-20043.2	0.984495	2423.12	0.211496	0.0254694
0.28	-20003	0.984117	2421.26	0.216379	0.025373
0.27	-19954.2	0.984098	2421.16	0.212562	0.0260878
0.26	-20098.9	0.984239	2421.87	0.235881	0.0285974
0.25	-19936.4	0.983606	2418.75	0.215547	0.0272722
0.24	-20126.1	0.983348	2417.48	0.217853	0.02778
0.23	-19895.8	0.983201	2416.76	0.226666	0.0291133
0.22	-19866.2	0.98265	2414.05	0.233057	0.029824
0.21	-19791.3	0.982352	2412.59	0.23502	0.0309022
0.2	-20101.4	0.982084	2411.28	0.259428	0.0370089
0.19	-19809.2	0.981763	2409.7	0.241532	0.0324032
0.18	-19909.3	0.980882	2405.38	0.24322	0.0353288
0.17	-19586.8	0.981136	2406.62	0.243041	0.0336021
0.16	-19643.8	0.980812	2405.04	0.245681	0.0349982
0.15	-19662.4	0.980261	2402.34	0.245391	0.0350164
0.14	-19803.3	0.980143	2401.77	0.277023	0.038903
0.13	-19381.9	0.979829	2400.23	0.257466	0.0382357
0.12	-19612.9	0.978865	2395.5	0.260557	0.0380413
0.11	-19637.6	0.978839	2395.39	0.274505	0.0420556
0.1	-19686.8	0.979147	2396.89	0.272467	0.042375
0.09	-19483.7	0.977831	2390.46	0.283	0.0444213
0.08	-19254.2	0.97768	2389.72	0.272021	0.042858
0.07	-19155.4	0.977419	2388.44	0.274211	0.0435671
0.06	-19475.1	0.976866	2385.74	0.273451	0.0443466
0.05	-19421.4	0.976155	2382.28	0.294598	0.0501732
0.04	-19298.3	0.975869	2380.88	0.294823	0.0491825
0.03	-18985.7	0.975718	2380.15	0.275918	0.0481487
0.02	-19317.5	0.975348	2378.35	0.319247	0.0552006
0.01	-18913.8	0.974338	2373.43	0.302339	0.0543796
-7.5287e-16	-19125.6	0.973737	2370.5	0.307276	0.0572249
-0.01	-19335.4	0.972826	2366.08	0.313909	0.0614662
-0.02	-19318.8	0.972462	2364.32	0.324247	0.0673662
-0.03	-18940.6	0.970948	2357	0.362186	0.0892768
-0.04	-19176.4	0.970689	2355.72	0.343195	0.0773636
-0.05	-19137.4	0.970555	2355.05	0.312627	0.0634745
-0.06	-18988.6	0.969611	2350.5	0.349021	0.0817705
-0.07	-18563.2	0.968741	2346.3	0.379361	0.0913122
-0.08	-18828	0.967439	2339.97	0.326658	0.0766075
-0.09	-18788.1	0.968766	2346.42	0.419906	0.0939461
-0.1	-18792.5	0.967227	2338.98	0.344002	0.0933814
-0.11	-18730.7	0.964606	2326.37	0.395449	0.122766
-0.12	-18711.4	0.963278	2319.99	0.40728	0.13776
-0.13	-19063.8	-0.891257	2294.27	5.98179	185.055
-0.14	-19310.9	-0.979898	2400.56	0.253811	0.0368602
-0.15	-19422.8	-0.980128	2401.69	0.237555	0.0347439
-0.16	-19617.7	-0.980551	2403.76	0.250341	0.036385
-0.17	-19608.6	-0.980825	2405.1	0.246604	0.0351904
-0.18	-19686.5	-0.981528	2408.54	0.232578	0.0319523
-0.19	-19798.2	-0.981876	2410.25	0.236952	0.0323466
-0.2	-19872.7	-0.982069	2411.2	0.235142	0.0318203
-0.21	-19576.5	-0.982462	2413.13	0.240922	0.0317703
-0.22	-19781.9	-0.982548	2413.55	0.226421	0.0296025
-0.23	-19920.7	-0.983249	2417	0.232662	0.0300822
-0.24	-20209.2	-0.983266	2417.08	0.239847	0.0308798
-0.25	-20066.3	-0.983283	2417.16	0.222456	0.0288367
-0.26	-20203.1	-0.983786	2419.63	0.208412	0.0263239
-0.27	-20219.1	-0.984161	2421.48	0.220191	0.0273428
-0.28	-20172.5	-0.984241	2421.87	0.217963	0.0271874
-0.29	-20413	-0.984326	2422.3	0.261723	0.0313742
-0.3	-19975.3	-0.984902	2425.12	0.204194	0.0241043
-0.31	-20251.7	-0.984858	2424.9	0.210288	0.0251682
-0.32	-20077.5	-0.985422	2427.68	0.199801	0.0231607
-0.33	-20502.1	-0.985849	2429.78	0.201263	0.0230947
-0.34	-20383.6	-0.985941	2430.24	0.209983	0.0239896
-0.35	-20385.6	-0.986083	2430.94	0.19324	0.0217477
-0.36	-20508	-0.986262	2431.82	0.193531	0.0215882
-0.37	-20330.9	-0.986492	2432.95	0.188476	0.0207958
-0.38	-20610.1	-0.986757	2434.26	0.189939	0.0208444
-0.39	-20455.6	-0.986835	2434.64	0.183099	0.0199866
-0.4	-20409.9	-0.987033	2435.62	0.185051	0.0199294
-0.41	-20461.3	-0.98728	2436.84	0.181098	0.0194632
-0.42	-20546.3	-0.98731	2436.98	0.184518	0.0196064
-0.43	-20310.6	-0.987704	2438.93	0.173588	0.0183934
-0.44	-20658.6	-0.987617	2438.5	0.199691	0.0208885
-0.45	-20761.4	-0.985921	2430.13	0.157974	0.0170013
-0.46	-20832.9	-0.988123	2440.99	0.170346	0.0175976
-0.47	-20789.7	-0.988553	2443.12	0.163724	0.0164883
-0.48	-20749.7	-0.986643	2433.69	0.150465	0.0165096
-0.49	-20821.7	-0.989109	2445.87	0.158534	0.0162126
-0.5	-20825.5	-0.988324	2441.97	0.0783173	0.008055
-0.51	-20856.2	-0.98889	2444.79	0.178759	0.0178226
-0.52	-20953.5	-0.988991	2445.29	0.196735	0.0190854
-0.53	-20862.3	-0.989346	2447.04	0.159972	0.0155781
-0.54	-21070	-0.989645	2448.52	0.160548	0.0152383
-0.55	-21107.6	-0.98974	2448.99	0.138487	0.0131719
-0.56	-21120.7	-0.989791	2449.24	0.157882	0.0151546
-0.57	-21099.8	-0.989998	2450.26	0.147264	0.0144585
-0.58	-20948.6	-0.990357	2452.04	0.139807	0.0131944
-0.59	-21164.2	-0.990251	2451.52	0.148999	0.0139399
-0.6	-21165.7	-0.990338	2451.95	0.149986	0.0138919
-0.61	-21060.6	-0.990544	2452.96	0.145506	0.0132778
-0.62	-21183.3	-0.990732	2453.9	0.148517	0.0134043
-0.63	-21281.3	-0.990828	2454.37	0.142547	0.0129774
-0.64	-21100.1	-0.990642	2453.46	0.166169	0.0153446
-0.65	-21382.5	-0.991176	2456.09	0.139122	0.0124561
-0.66	-21356.2	-0.990871	2454.59	0.151458	0.0135947
-0.67	-21374.1	-0.991395	2457.18	0.138784	0.0117733
-0.68	-21171.7	-0.991456	2457.48	0.139787	0.0121529
-0.69	-21381.1	-0.991836	2459.37	0.139634	0.0123965
-0.7	-21285.4	-0.991831	2459.34	0.130426	0.0111667
-0.71	-21484.1	-0.991224	2456.33	0.118693	0.0103606
-0.72	-21564	-0.991917	2459.77	0.135104	0.011464
-0.73	-21303.3	-0.992156	2460.95	0.128831	0.0107898
-0.74	-21579.7	-0.99211	2460.72	0.124769	0.0105141
-0.75	-21641.7	-0.992217	2461.25	0.121729	0.0102395
-0.76	-21679.6	-0.992318	2461.76	0.124675	0.010287
-0.77	-21562.2	-0.992483	2462.57	0.126882	0.0104009
-0.78	-21607.1	-0.993251	2466.38	0.0974971	0.00765867
-0.79	-21722.2	-0.992685	2463.58	0.123335	0.0100499
-0.8	-21603.7	-0.992753	2463.91	0.116698	0.00954665
-0.81	-21724.6	-0.992739	2463.85	0.123609	0.0100663
-0.82	-21847.5	-0.992941	2464.84	0.122226	0.00978719
-0.83	-21875	-0.993147	2465.87	0.0927307	0.00753878
-0.84	-21886.9	-0.993091	2465.59	0.122037	0.0097046
-0.85	-21926.3	-0.993315	2466.7	0.112315	0.00886891
-0.86	-21950.4	-0.99326	2466.43	0.127084	0.0099886
-0.87	-21977.6	-0.993457	2467.41	0.113971	0.00887102
-0.88	-21849.8	-0.993645	2468.34	0.10732	0.00828579
-0.89	-21947.5	-0.993809	2469.16	0.108244	0.00838673
-0.9	-22031	-0.993707	2468.65	0.111055	0.0085041
-0.91	-21937.3	-0.99383	2469.26	0.106912	0.00813499
-0.92	-21792.1	-0.993623	2468.22	0.0474032	0.0037566
-0.93	-22024.9	-0.993999	2470.1	0.106188	0.00797146
-0.94	-22158.6	-0.994076	2470.48	0.107471	0.00803766
-0.95	-22040.5	-0.994153	2470.86	0.095019	0.00717082
-0.96	-22113.9	-0.994207	2471.13	0.105263	0.00776873
-0.97	-22120	-0.994638	2473.27	0.0771969	0.00568062
-0.98	-22261.1	-0.994323	2471.71	0.104824	0.00773269
-0.99	-22228	-0.994507	2472.62	0.100335	0.00727188
