uB	E	M	M2	C	X
0.23	-2406.4	0.42207	449.732	0.660945	1.31196
0.22	-2358.28	0.407126	418.929	0.621813	1.36502
0.21	-2310.12	0.393559	391.809	0.59262	1.37636
0.2	-2281.15	0.38369	373.888	0.676685	1.75305
0.19	-2228.27	0.365045	338.292	0.57008	1.54452
0.18	-2188.16	0.3498	311.229	0.566172	1.59867
0.17	-2142.6	0.334339	284.317	0.490922	1.45808
0.16	-2110.89	0.317602	257.694	0.517632	1.65517
0.15	-2071.78	0.300738	231.719	0.488427	1.68341
0.14	-2033.83	0.281691	204.141	0.484791	1.72981
0.13	-2011.75	0.270294	188.681	0.42741	1.81029
0.12	-1959.92	0.241148	151.432	0.411491	1.81531
0.11	-1935.92	0.228059	136.458	0.410112	1.92925
0.1	-1905.11	0.207524	114.265	0.399092	1.97974
0.09	-1895.55	0.195252	100.992	0.352933	1.7051
0.08	-1885.76	0.198997	101.828	0.331764	0.848455
0.07	-1835	0.150608	63.4182	0.345936	2.01341
0.06	-1818.86	0.133322	51.3751	0.3245	2.08143
0.05	-1782.16	0.107739	34.8954	0.266306	1.7628
0.04	-1793.79	0.119966	45.8495	0.316252	2.96104
0.03	-1773.46	0.066018	16.8556	0.307046	1.78791
0.02	-1774.88	0.048886	13.6786	0.295263	2.31121
0.01	-1764.57	0.0212446	8.41227	0.297586	2.18518
-7.5287e-16	-1762.29	-5.01798e-05	7.23246	0.281517	2.16974
-0.01	-1766.14	-0.0262115	9.10895	0.297725	2.2174
-0.02	-1767.45	-0.043412	11.7239	0.281519	2.10373
-0.03	-1773.82	-0.0648916	17.5668	0.289544	2.11185
-0.04	-1779.42	-0.0843314	24.4952	0.308503	2.01472
-0.05	-1800.66	-0.112841	38.0046	0.31249	1.85162
-0.06	-1820.54	-0.129132	48.7237	0.327561	2.11073
-0.07	-1831.8	-0.146425	60.2786	0.34421	2.00342
-0.08	-1859.8	-0.173946	81.6742	0.354341	1.80932
-0.09	-1875.08	-0.1835	91.0376	0.367034	2.05715
-0.1	-1903.41	-0.205337	112.453	0.399868	2.11354
-0.11	-1957.33	-0.240381	149.915	0.436672	1.63711
-0.12	-1900.11	-0.203033	104.473	0.116728	0.425256
-0.13	-2002.85	-0.267382	185.428	0.466802	2.00843
-0.14	-2035.59	-0.281342	204.137	0.495705	1.8762
-0.15	-2091.32	-0.309494	245.653	0.548307	1.85584
-0.16	-2109.31	-0.315762	254.3	0.507511	1.51094
-0.17	-2130.32	-0.325583	271.807	0.585822	2.03892
-0.18	-2182.03	-0.348012	307.955	0.562674	1.55201
-0.19	-2229.38	-0.364419	337.154	0.572989	1.54544
-0.2	-2263.93	-0.378671	363.412	0.612895	1.47963
-0.21	-2315.89	-0.394364	393.529	0.598961	1.41658
-0.22	-2363.99	-0.40925	423.272	0.648259	1.36757
-0.23	-2407.26	-0.422657	450.85	0.632937	1.27615
-0.24	-2438.83	-0.431219	469	0.634424	1.23728
-0.25	-2504.32	-0.450802	511.764	0.632474	1.1123
-0.26	-2545.54	-0.460906	535.082	0.684894	1.19891
-0.27	-2592.11	-0.471743	560.151	0.684246	1.13913
-0.28	-2632.47	-0.482205	585.049	0.709695	1.1233
-0.29	-2682.95	-0.494181	614.518	0.768044	1.19393
-0.3	-2716.92	-0.500323	629.077	0.698327	0.980708
-0.31	-2774.63	-0.514455	665.144	0.762407	1.04497
-0.32	-2821.86	-0.523237	687.56	0.755565	0.935051
-0.33	-2859.33	-0.531665	710.076	0.813227	1.02235
-0.34	-2920.64	-0.543503	741.551	0.772586	0.918686
-0.35	-2965.75	-0.552302	765.595	0.790798	0.900387
-0.36	-2999.02	-0.556722	778.01	0.807672	0.948181
-0.37	-3079.47	-0.574245	826.836	0.813906	0.732717
-0.38	-3095.23	-0.575139	829.679	0.78862	0.815363
-0.39	-3156.16	-0.585312	858.981	0.762531	0.751248
-0.4	-3200.44	-0.593285	882.523	0.812809	0.767
-0.41	-3249.55	-0.6013	906.341	0.799265	0.730986
-0.42	-3291.9	-0.607857	926.028	0.78505	0.690514
-0.43	-3339.99	-0.614744	947.092	0.819596	0.695446
-0.44	-3379.83	-0.620439	964.585	0.815745	0.667372
-0.45	-3435.82	-0.628921	991.074	0.843383	0.666328
-0.46	-3468.86	-0.631991	1000.7	0.843102	0.651556
-0.47	-3519.8	-0.640379	1027.45	0.879004	0.670751
-0.48	-3563.23	-0.646055	1045.36	0.782729	0.569054
-0.49	-3609.93	-0.652604	1066.45	0.793461	0.515189
-0.5	-3665.46	-0.659335	1088.71	0.822664	0.570172
-0.51	-3708.86	-0.664718	1106.43	0.80875	0.540228
-0.52	-3749.73	-0.669212	1121.38	0.819103	0.531661
-0.53	-3793.25	-0.674372	1138.65	0.812751	0.512398
-0.54	-3844.14	-0.68067	1159.94	0.815188	0.497955
-0.55	-3889.19	-0.68592	1177.85	0.810118	0.48978
-0.56	-3928.22	-0.690424	1193.33	0.831388	0.485279
-0.57	-3970.8	-0.694647	1207.81	0.786804	0.441812
-0.58	-4011.85	-0.698407	1220.98	0.842394	0.466
-0.59	-4071.26	-0.705609	1246.12	0.788409	0.422805
-0.6	-4102.37	-0.708006	1254.64	0.831599	0.438541
-0.61	-4151.54	-0.713217	1273.12	0.826433	0.427608
-0.62	-4182.56	-0.715631	1281.71	0.829006	0.418187
-0.63	-4231.86	-0.720605	1299.52	0.807115	0.401943
-0.64	-4288.18	-0.726882	1322.15	0.794084	0.376081
-0.65	-4316.79	-0.728683	1328.76	0.821198	0.393891
-0.66	-4358.32	-0.732388	1342.28	0.832705	0.388933
-0.67	-4407.38	-0.736972	1359.13	0.828525	0.394462
-0.68	-4442.96	-0.739744	1369.25	0.803751	0.358707
-0.69	-4484.93	-0.743429	1382.89	0.797385	0.351443
-0.7	-4521	-0.746276	1393.49	0.810622	0.352885
-0.71	-4574.38	-0.752813	1417.87	0.772903	0.31381
-0.72	-4604.03	-0.752892	1418.07	0.6995	0.287932
-0.73	-4636.92	-0.755361	1427.55	0.802149	0.337757
-0.74	-4695.8	-0.76078	1447.99	0.77073	0.30589
-0.75	-4731.71	-0.763182	1457.11	0.752795	0.297582
-0.76	-4770.05	-0.76604	1468.03	0.743229	0.295011
-0.77	-4807.26	-0.768589	1477.78	0.76589	0.287472
-0.78	-4843.39	-0.771105	1487.46	0.770246	0.285547
-0.79	-4891.27	-0.775022	1502.58	0.763561	0.278991
-0.8	-4937.38	-0.778576	1516.36	0.744961	0.270782
-0.81	-4971.68	-0.780741	1524.79	0.757281	0.269836
-0.82	-5005.14	-0.782555	1531.92	0.803707	0.283251
-0.83	-5046	-0.785575	1543.71	0.775219	0.267203
-0.84	-5088.06	-0.788571	1555.44	0.731199	0.247479
-0.85	-5131.82	-0.7915	1567.06	0.787832	0.263784
-0.86	-5165.87	-0.79361	1575.39	0.777444	0.256092
-0.87	-5209.61	-0.796616	1587.31	0.754913	0.246246
-0.88	-5243.68	-0.798401	1594.42	0.761108	0.242921
-0.89	-5282.01	-0.8008	1603.98	0.740464	0.23353
-0.9	-5315.91	-0.802575	1611.1	0.75583	0.234028
-0.91	-5355.46	-0.805055	1621.03	0.728693	0.224508
-0.92	-5398.32	-0.807845	1632.28	0.741307	0.223274
-0.93	-5435.57	-0.809986	1640.9	0.718733	0.212494
-0.94	-5471.23	-0.811855	1648.48	0.718039	0.212345
-0.95	-5500.12	-0.81299	1653.1	0.741463	0.216093
-0.96	-5547.06	-0.816168	1666.01	0.715608	0.204506
-0.97	-5586.2	-0.818406	1675.14	0.715157	0.200663
-0.98	-5623.97	-0.820473	1683.62	0.730491	0.204033
-0.99	-5659.82	-0.822312	1691.16	0.724842	0.198736
