uB	E	M	M2	C	X
0.03	-5069.47	0.999443	2497.22	0.0205691	0.00134272
0.02	-4951.43	0.899917	2069.3	5.31653	44.6794
0.01	-5021.65	0.999617	2498.09	0.0166291	0.00150646
-7.5287e-16	-4991.09	-0.999088	2495.44	0.0233442	0.00153132
-0.01	-4907.27	0.926876	2172.17	1.8018	24.4217
-0.02	-5043.18	-0.999304	2496.52	0.0208742	0.00141637
-0.03	-4941.88	-0.895797	2038.45	6.27427	32.3167
-0.04	-5091.62	-0.999095	2495.48	0.0306414	0.00273955
-0.05	-5118.02	-0.999304	2496.52	0.0198376	0.00123527
-0.06	-5143.29	-0.999325	2496.63	0.0223916	0.00147724
-0.07	-5168.28	-0.999327	2496.64	0.0192553	0.00125217
-0.08	-5193.38	-0.999343	2496.72	0.0220713	0.00137265
-0.09	-5218.97	-0.999405	2497.03	0.0174902	0.0010702
-0.1	-5245.44	-0.999555	2497.78	0.0135426	0.000805628
-0.11	-5266.1	-0.999125	2495.63	0.0378439	0.00226395
-0.12	-5295.27	-0.999529	2497.64	0.018499	0.00116881
-0.13	-5317.67	-0.99929	2496.45	0.0159903	0.000937466
-0.14	-5342.9	-0.999306	2496.53	0.0215116	0.00130221
-0.15	-5370.8	-0.999591	2497.96	0.0150537	0.000913192
-0.16	-5400	-1	2500	1.19209e-11	0
-0.17	-5420.51	-0.99957	2497.85	0.0159752	0.0009187
-0.18	-5450	-1	2500	7.15256e-11	0
-0.19	-5470.17	-0.999539	2497.7	0.0133099	0.000758136
-0.2	-5495.35	-0.999551	2497.75	0.0120158	0.000713871
-0.21	-5520.63	-0.99958	2497.9	0.0151714	0.000889569
-0.22	-5542.95	-0.999318	2496.59	0.0254348	0.00150423
-0.23	-5575	-1	2500	-5.96046e-12	0
-0.24	-5600	-1	2500	-2.05636e-10	0
-0.25	-5619.03	-0.999429	2497.15	0.0291512	0.00175949
-0.26	-5644.97	-0.999528	2497.64	0.0108461	0.000597661
-0.27	-5671.13	-0.999635	2498.17	0.0134081	0.000758938
-0.28	-5695.31	-0.999559	2497.8	0.0117902	0.000675608
-0.29	-5725	-1	2500	4.61936e-11	0
-0.3	-5750	-1	2500	-7.00355e-11	0
-0.31	-5770.26	-0.999555	2497.77	0.0140474	0.000792675
-0.32	-5796.18	-0.999634	2498.17	0.0130171	0.000802312
-0.33	-5820.21	-0.999558	2497.79	0.017707	0.000944429
-0.34	-5850	-1	2500	1.43051e-10	0
-0.35	-5875	-1	2500	-4.11272e-10	0
-0.36	-5896.16	-0.999648	2498.24	0.0193916	0.0010201
-0.37	-5919.8	-0.999524	2497.62	0.0212492	0.0011127
-0.38	-5946.99	-0.999721	2498.61	0.0113931	0.000619769
-0.39	-5973.17	-0.999833	2499.16	0.00509655	0.000264452
-0.4	-6000	-1	2500	2.11596e-10	0
-0.41	-6025	-1	2500	-1.66893e-10	0
-0.42	-6050	-1	2500	3.27826e-11	0
-0.43	-6075	-1	2500	-1.10269e-10	0
-0.44	-6096.62	-0.999696	2498.48	0.00947758	0.000480764
-0.45	-6123.1	-0.999829	2499.15	0.00702161	0.000354582
-0.46	-6147.24	-0.999746	2498.73	0.00936021	0.000516761
-0.47	-6170.08	-0.999535	2497.67	0.0126007	0.00075012
-0.48	-6198.46	-0.999862	2499.31	0.00457724	0.000228059
-0.49	-6225	-1	2500	-3.57628e-10	0
-0.5	-6247.28	-0.999758	2498.79	0.0110048	0.000543447
-0.51	-6275	-1	2500	2.65241e-10	0
-0.52	-6300	-1	2500	-5.36442e-11	0
-0.53	-6325	-1	2500	2.68221e-10	0
-0.54	-6345.49	-0.999603	2498.01	0.0149955	0.000727527
-0.55	-6372.94	-0.999819	2499.09	0.00977675	0.00047225
-0.56	-6400	-1	2500	2.08616e-11	0
-0.57	-6425	-1	2500	3.8743e-10	0
-0.58	-6450	-1	2500	-2.98023e-12	0
-0.59	-6475	-1	2500	3.01003e-10	0
-0.6	-6500	-1	2500	-3.24845e-10	0
-0.61	-6525	-1	2500	8.04663e-11	0
-0.62	-6550	-1	2500	-3.06964e-10	0
-0.63	-6575	-1	2500	3.09944e-10	0
-0.64	-6600	-1	2500	-7.7486e-11	0
-0.65	-6625	-1	2500	3.42727e-10	0
-0.66	-6650	-1	2500	8.9407e-12	0
-0.67	-6675	-1	2500	-2.98023e-11	0
-0.68	-6700	-1	2500	1.78814e-11	0
-0.69	-6725	-1	2500	-3.27826e-11	0
-0.7	-6750	-1	2500	3.57628e-11	0
-0.71	-6775	-1	2500	2.6226e-10	0
-0.72	-6800	-1	2500	-3.45707e-10	0
-0.73	-6825	-1	2500	6.25849e-11	0
-0.74	-6850	-1	2500	-3.39746e-10	0
-0.75	-6875	-1	2500	0	0
-0.76	-6900	-1	2500	6.31809e-10	0
-0.77	-6925	-1	2500	-6.55651e-11	0
-0.78	-6950	-1	2500	3.60608e-10	0
-0.79	-6975	-1	2500	-2.6226e-10	0
-0.8	-7000	-1	2500	3.99351e-10	0
-0.81	-7025	-1	2500	7.45058e-11	0
-0.82	-7050	-1	2500	4.14252e-10	0
-0.83	-7075	-1	2500	7.45058e-11	0
-0.84	-7100	-1	2500	2.41399e-10	0
-0.85	-7125	-1	2500	-4.08292e-10	0
-0.86	-7150	-1	2500	-3.27826e-11	0
-0.87	-7175	-1	2500	-6.3777e-10	0
-0.88	-7200	-1	2500	6.4373e-10	0
-0.89	-7225	-1	2500	3.57628e-11	0
-0.9	-7250	-1	2500	4.97699e-10	0
-0.91	-7275	-1	2500	-2.71201e-10	0
-0.92	-7300	-1	2500	-1.01328e-10	0
-0.93	-7325	-1	2500	-4.35114e-10	0
-0.94	-7350	-1	2500	-1.07288e-10	0
-0.95	-7375	-1	2500	-4.64916e-10	0
-0.96	-7400	-1	2500	2.23517e-10	0
-0.97	-7425	-1	2500	-5.1558e-10	0
-0.98	-7450	-1	2500	5.36442e-11	0
-0.99	-7475	-1	2500	4.91738e-10	0
