uB	E	M	M2	C	X
-0.09	-5217.49	-0.999257	2496.29	0.0217518	0.00134952
-0.08	-5194.33	-0.999418	2497.09	0.0194017	0.00133112
-0.07	-5168.02	-0.999303	2496.52	0.0204713	0.00131818
-0.06	-5143.6	-0.999363	2496.82	0.0209783	0.00131762
-0.05	-5117.14	-0.99921	2496.05	0.0257725	0.0016694
-0.04	-5094.99	-0.999501	2497.5	0.0210575	0.00131009
-0.03	-5068.66	-0.999363	2496.82	0.0221646	0.00141268
-0.02	-4863.14	0.922845	2135.34	0.670871	6.23629
-0.01	-5017.27	-0.99921	2496.05	0.0273625	0.00182573
7.5287e-16	-4993.08	-0.999296	2496.48	0.0224608	0.00149106
0.01	-4838.34	-0.824987	1727.62	1.18909	26.1064
0.02	-4927.8	-0.978533	2404.72	0.811983	10.9065
0.03	-5067.54	0.999242	2496.22	0.022045	0.00145295
0.04	-5093.48	0.999339	2496.7	0.0211058	0.00140486
0.05	-5118.4	0.999344	2496.72	0.0190273	0.00118496
0.06	-5144.04	0.999402	2497.01	0.0215027	0.0013506
0.07	-5172.49	0.999754	2498.77	0.00564635	0.000340863
0.08	-5198.39	0.999843	2499.21	0.00515312	0.000309564
0.09	-5219.5	0.999453	2497.27	0.0168507	0.00106052
0.1	-5243.35	0.999344	2496.72	0.0240162	0.00149239
0.11	-5270.62	0.999569	2497.84	0.0156854	0.000971965
0.12	-5293.22	0.999331	2496.66	0.0217876	0.00136956
0.13	-5321.53	0.999664	2498.32	0.0122432	0.000717783
0.14	-5350	1	2500	1.49012e-12	0
0.15	-5370.09	0.999525	2497.63	0.0173253	0.00102612
0.16	-5399.03	0.999907	2499.54	0.00376507	0.000217564
0.17	-5418.03	0.999318	2496.59	0.0213935	0.00132845
0.18	-5444.58	0.999473	2497.37	0.0278923	0.00168251
0.19	-5469.47	0.999464	2497.32	0.022811	0.00135745
0.2	-5494.01	0.999427	2497.14	0.0194019	0.00111969
0.21	-5525	1	2500	-3.8743e-11	0
0.22	-5545.15	0.999528	2497.64	0.0231164	0.00138908
0.23	-5569.63	0.999492	2497.46	0.0171637	0.000959245
0.24	-5596.79	0.999696	2498.48	0.00870644	0.000491285
0.25	-5620.81	0.999606	2498.03	0.0105452	0.000583815
0.26	-5644.58	0.999491	2497.46	0.0199255	0.00109797
0.27	-5670.64	0.999584	2497.92	0.00949966	0.000559071
0.28	-5696.41	0.999654	2498.27	0.0106179	0.000638918
0.29	-5721.46	0.99967	2498.35	0.0122384	0.000664983
0.3	-5747.39	0.999757	2498.79	0.00724058	0.000391595
0.31	-5772.04	0.999725	2498.62	0.00995583	0.000542622
0.32	-5795.95	0.999623	2498.12	0.0128555	0.000702884
0.33	-5823.02	0.999818	2499.09	0.00908145	0.000484372
0.34	-5844.01	0.999448	2497.24	0.0211914	0.00112647
0.35	-5872.19	0.999742	2498.71	0.00869423	0.000459466
0.36	-5897.73	0.999792	2498.96	0.00801304	0.000421526
0.37	-5921.35	0.999656	2498.28	0.0219065	0.00127394
0.38	-5950	1	2500	4.23193e-10	0
0.39	-5971.56	0.999687	2498.44	0.0113677	0.000589857
0.4	-5996.78	0.999707	2498.54	0.00854575	0.000441412
0.41	-6021.21	0.999656	2498.28	0.00923877	0.000475048
0.42	-6050	1	2500	3.57628e-11	0
0.43	-6075	1	2500	-1.90735e-10	0
0.44	-6099.54	0.999958	2499.79	0.00155795	7.9029e-05
0.45	-6123.9	0.999901	2499.51	0.0034361	0.000173518
0.46	-6147.91	0.999812	2499.06	0.00792876	0.000398599
0.47	-6171.5	0.999686	2498.43	0.0080961	0.00040971
0.48	-6199.18	0.999926	2499.63	0.00268252	0.000133655
0.49	-6225	1	2500	-3.18885e-10	0
0.5	-6247.02	0.999735	2498.68	0.00873333	0.000431276
0.51	-6272.92	0.999815	2499.08	0.00578009	0.000284173
0.52	-6296.63	0.999702	2498.51	0.0103282	0.000505531
0.53	-6325	1	2500	2.65241e-10	0
0.54	-6348.68	0.999884	2499.42	0.00515797	0.000250246
0.55	-6375	1	2500	3.21865e-10	0
0.56	-6400	1	2500	2.08616e-11	0
0.57	-6425	1	2500	2.98023e-12	0
0.58	-6450	1	2500	2.38419e-11	0
0.59	-6475	1	2500	3.01003e-10	0
0.6	-6500	1	2500	-2.92063e-10	0
0.61	-6525	1	2500	9.53674e-11	0
0.62	-6550	1	2500	-3.15905e-10	0
0.63	-6575	1	2500	3.09944e-10	0
0.64	-6600	1	2500	-2.38419e-11	0
0.65	-6625	1	2500	3.27826e-10	0
0.66	-6650	1	2500	-2.77162e-10	0
0.67	-6675	1	2500	-2.98023e-11	0
0.68	-6700	1	2500	-3.45707e-10	0
0.69	-6725	1	2500	-4.76837e-11	0
0.7	-6750	1	2500	4.76837e-11	0
0.71	-6775	1	2500	2.6226e-10	0
0.72	-6800	1	2500	-3.63588e-10	0
0.73	-6825	1	2500	7.45058e-11	0
0.74	-6850	1	2500	-3.69549e-10	0
0.75	-6875	1	2500	-2.98023e-12	0
0.76	-6900	1	2500	3.57628e-10	0
0.77	-6925	1	2500	-6.85453e-11	0
0.78	-6950	1	2500	3.8147e-10	0
0.79	-6975	1	2500	-2.6226e-10	0
0.8	-7000	1	2500	-6.85453e-11	0
0.81	-7025	1	2500	-3.15905e-10	0
0.82	-7050	1	2500	4.14252e-10	0
0.83	-7075	1	2500	7.7486e-11	0
0.84	-7100	1	2500	2.92063e-10	0
0.85	-7125	1	2500	-4.08292e-10	0
0.86	-7150	1	2500	-3.27826e-11	0
0.87	-7175	1	2500	-3.93391e-10	0
0.88	-7200	1	2500	3.96371e-10	0
0.89	-7225	1	2500	-6.25849e-11	0
0.9	-7250	1	2500	4.23193e-10	0
0.91	-7275	1	2500	-2.02656e-10	0
0.92	-7300	1	2500	-1.07288e-10	0
0.93	-7325	1	2500	-4.52995e-10	0
0.94	-7350	1	2500	-1.10269e-10	0
0.95	-7375	1	2500	-4.38094e-10	0
0.96	-7400	1	2500	2.05636e-10	0
0.97	-7425	1	2500	-4.20213e-10	0
0.98	-7450	1	2500	5.96046e-11	0
0.99	-7475	1	2500	-6.64592e-10	0
