-1	-0.87	0.2431
-0.99	-0.885	0.216775
-0.98	-0.895	0.198975
-0.97	-0.875	0.234375
-0.96	-0.895	0.198975
-0.95	-0.895	0.198975
-0.94	-0.885	0.216775
-0.93	-0.87	0.2431
-0.92	-0.9	0.19
-0.91	-0.9	0.19
-0.9	-0.9	0.19
-0.89	-0.88	0.2256
-0.88	-0.875	0.234375
-0.87	-0.875	0.234375
-0.86	-0.88	0.2256
-0.85	-0.86	0.2604
-0.84	-0.895	0.198975
-0.83	-0.89	0.2079
-0.82	-0.9	0.19
-0.81	-0.895	0.198975
-0.8	-0.895	0.198975
-0.79	-0.895	0.198975
-0.78	-0.89	0.2079
-0.77	-0.895	0.198975
-0.76	-0.885	0.216775
-0.75	-0.88	0.2256
-0.74	-0.875	0.234375
-0.73	-0.9	0.19
-0.72	-0.875	0.234375
-0.71	-0.88	0.2256
-0.7	-0.9	0.19
-0.69	-0.905	0.180975
-0.68	-0.88	0.2256
-0.67	-0.88	0.2256
-0.66	-0.885	0.216775
-0.65	-0.9	0.19
-0.64	-0.885	0.216775
-0.63	-0.905	0.180975
-0.62	-0.9	0.19
-0.61	-0.92	0.1536
-0.6	-0.915	0.162775
-0.59	-0.915	0.162775
-0.58	-0.905	0.180975
-0.57	-0.89	0.2079
-0.56	-0.905	0.180975
-0.55	-0.915	0.162775
-0.54	-0.915	0.162775
-0.53	-0.92	0.1536
-0.52	-0.89	0.2079
-0.51	-0.92	0.1536
-0.5	-0.91	0.1719
-0.49	-0.9	0.19
-0.48	-0.895	0.198975
-0.47	-0.915	0.162775
-0.46	-0.91	0.1719
-0.45	-0.925	0.144375
-0.44	-0.91	0.1719
-0.43	-0.9	0.19
-0.42	-0.915	0.162775
-0.41	-0.915	0.162775
-0.4	-0.915	0.162775
-0.39	-0.875	0.234375
-0.38	-0.87	0.2431
-0.37	-0.89	0.2079
-0.36	-0.905	0.180975
-0.35	-0.885	0.216775
-0.34	-0.89	0.2079
-0.33	-0.925	0.144375
-0.32	-0.915	0.162775
-0.31	-0.915	0.162775
-0.3	-0.92	0.1536
-0.29	-0.91	0.1719
-0.28	-0.875	0.234375
-0.27	-0.865	0.251775
-0.26	-0.87	0.2431
-0.25	-0.91	0.1719
-0.24	-0.91	0.1719
-0.23	-0.9	0.19
-0.22	-0.895	0.198975
-0.21	-0.9	0.19
-0.2	-0.9	0.19
-0.19	-0.88	0.2256
-0.18	-0.905	0.180975
-0.17	-0.885	0.216775
-0.16	-0.9	0.19
-0.15	-0.89	0.2079
-0.14	-0.89	0.2079
-0.13	-0.885	0.216775
-0.12	-0.875	0.234375
-0.11	-0.885	0.216775
-0.1	-0.9	0.19
-0.09	-0.88	0.2256
-0.08	-0.845	0.285975
-0.07	-0.855	0.268975
-0.06	-0.865	0.251775
-0.05	-0.93	0.1351
-0.04	-0.93	0.1351
-0.03	-0.93	0.1351
-0.02	-0.905	0.180975
-0.01	-0.9	0.19
-5.79398e-016	-0.92	0.1536
0.01	-0.9	0.19
0.02	-0.905	0.180975
0.03	-0.91	0.1719
0.04	-0.93	0.1351
0.05	-0.93	0.1351
0.06	-0.91	0.1719
0.07	-0.9	0.19
0.08	-0.89	0.2079
0.09	-0.895	0.198975
0.1	-0.895	0.198975
0.11	-0.83	0.3111
0.12	-0.63	0.6031
0.13	-0.65	0.5775
0.14	-0.69	0.5239
0.15	-0.415	0.827775
0.16	-0.31	0.9039
0.17	-0.14	0.9804
0.18	0.12	0.9856
0.19	0.65	0.5775
0.2	0.79	0.3759
0.21	0.785	0.383775
0.22	0.815	0.335775
0.23	0.81	0.3439
0.24	0.805	0.351975
0.25	0.795	0.367975
0.26	0.83	0.3111
0.27	0.855	0.268975
0.28	0.82	0.3276
0.29	0.785	0.383775
0.3	0.785	0.383775
0.31	0.87	0.2431
0.32	0.88	0.2256
0.33	0.75	0.4375
0.34	0.765	0.414775
0.35	0.83	0.3111
0.36	0.855	0.268975
0.37	0.84	0.2944
0.38	0.865	0.251775
0.39	0.865	0.251775
0.4	0.865	0.251775
0.41	0.845	0.285975
0.42	0.84	0.2944
0.43	0.85	0.2775
0.44	0.84	0.2944
0.45	0.82	0.3276
0.46	0.87	0.2431
0.47	0.845	0.285975
0.48	0.805	0.351975
0.49	0.86	0.2604
0.5	0.865	0.251775
0.51	0.88	0.2256
0.52	0.885	0.216775
0.53	0.9	0.19
0.54	0.9	0.19
0.55	0.895	0.198975
0.56	0.895	0.198975
0.57	0.89	0.2079
0.58	0.89	0.2079
0.59	0.89	0.2079
0.6	0.88	0.2256
0.61	0.895	0.198975
0.62	0.905	0.180975
0.63	0.875	0.234375
0.64	0.9	0.19
0.65	0.89	0.2079
0.66	0.89	0.2079
0.67	0.89	0.2079
0.68	0.9	0.19
0.69	0.9	0.19
0.7	0.905	0.180975
0.71	0.905	0.180975
0.72	0.91	0.1719
0.73	0.905	0.180975
0.74	0.9	0.19
0.75	0.9	0.19
0.76	0.905	0.180975
0.77	0.9	0.19
0.78	0.89	0.2079
0.79	0.915	0.162775
0.8	0.915	0.162775
0.81	0.91	0.1719
0.82	0.92	0.1536
0.83	0.915	0.162775
0.84	0.925	0.144375
0.85	0.915	0.162775
0.86	0.92	0.1536
0.87	0.92	0.1536
0.88	0.925	0.144375
0.89	0.925	0.144375
0.9	0.925	0.144375
0.91	0.925	0.144375
0.92	0.915	0.162775
0.93	0.92	0.1536
0.94	0.92	0.1536
0.95	0.92	0.1536
0.96	0.92	0.1536
0.97	0.92	0.1536
0.98	0.91	0.1719
0.99	0.905	0.180975
1	0.91	0.1719
