uB	E	M	M2	C	X
-0.19	-8183.54	-0.365531	339.067	0.573531	1.51032
-0.2	-8305.18	-0.377795	362.089	0.608373	1.58012
-0.21	-8398.96	-0.39409	392.948	0.604135	1.40392
-0.22	-8579.74	-0.404908	414.211	0.594593	1.30055
-0.23	-8299.78	-0.422461	450.439	0.631332	1.27667
-0.24	-8326.54	-0.433733	474.541	0.647129	1.26904
-0.25	-9321.08	-0.446535	502.686	0.676524	1.26086
-0.26	-8738.52	-0.457468	527.151	0.673782	1.18733
-0.27	-8968.34	-0.470149	556.412	0.649119	1.14336
-0.28	-9678.39	-0.482476	585.832	0.736595	1.16258
-0.29	-9810.2	-0.493337	612.03	0.713214	1.07273
-0.3	-9218.44	-0.507491	647.458	0.755252	1.07741
-0.31	-9329.1	-0.515604	668.156	0.762661	1.06139
-0.32	-10738.9	-0.526364	695.79	0.739612	0.942917
-0.33	-9330.8	-0.535173	719.209	0.766153	0.954865
-0.34	-10064	-0.541902	737.314	0.786816	0.950717
-0.35	-10256.1	-0.559778	785.773	0.584627	0.717967
-0.36	-10625.2	-0.558891	783.838	0.794448	0.882188
-0.37	-11055.6	-0.570137	815.44	0.786326	0.84024
-0.38	-11463.5	-0.579216	841.12	0.738344	0.71744
-0.39	-10610.6	-0.583598	854.002	0.790021	0.760564
-0.4	-11060.5	-0.593703	883.529	0.770201	0.696248
-0.41	-11549.5	-0.603012	911.479	0.80376	0.726152
-0.42	-11804.4	-0.608502	928.016	0.803414	0.69897
-0.43	-10938.7	-0.615039	947.88	0.782854	0.658997
-0.44	-11019.2	-0.621655	968.296	0.792002	0.647965
-0.45	-11618.4	-0.628822	990.849	0.856834	0.691553
-0.46	-12308.8	-0.634561	1008.73	0.800559	0.617603
-0.47	-11650.9	-0.64365	1037.72	0.834742	0.603417
-0.48	-11745.8	-0.645541	1043.76	0.815751	0.584501
-0.49	-12446	-0.652332	1065.77	0.810612	0.57732
-0.5	-11907.9	-0.659153	1088.1	0.823298	0.567343
-0.51	-11959.1	-0.663699	1103.06	0.8232	0.544932
-0.52	-12437.1	-0.669123	1121.15	0.840428	0.550217
-0.53	-12819.7	-0.675505	1142.45	0.794352	0.506148
-0.54	-12251.2	-0.679866	1157.22	0.8177	0.503035
-0.55	-12628.5	-0.686871	1181.04	0.795205	0.468471
-0.56	-13194.1	-0.690201	1192.51	0.804257	0.471459
-0.57	-12899.6	-0.69442	1207.13	0.832688	0.475597
-0.58	-13327.1	-0.699112	1223.42	0.817685	0.45803
-0.59	-13521.9	-0.704826	1243.45	0.831951	0.449115
-0.6	-12826.1	-0.708077	1254.86	0.789748	0.427602
-0.61	-13105.6	-0.713841	1275.27	0.790443	0.403839
-0.62	-13393.7	-0.716736	1285.67	0.81811	0.418681
-0.63	-13655.5	-0.721164	1301.59	0.849319	0.418234
-0.64	-13924.3	-0.727016	1322.73	0.819146	0.403966
-0.65	-13971.4	-0.729484	1331.65	0.815743	0.38595
-0.66	-13434.2	-0.732935	1344.24	0.813701	0.376755
-0.67	-13590.8	-0.735901	1355.09	0.779656	0.363891
-0.68	-13924.1	-0.739996	1370.16	0.79163	0.353786
-0.69	-14397.5	-0.747031	1396.27	0.788036	0.338448
-0.7	-13992.1	-0.748744	1402.72	0.838222	0.353257
-0.71	-14099.3	-0.750838	1410.54	0.799473	0.34208
-0.72	-13714.8	-0.753404	1420.18	0.820794	0.339572
-0.73	-14012.9	-0.755444	1427.76	0.741256	0.306882
-0.74	-14049.6	-0.75995	1444.86	0.781349	0.314535
-0.75	-14646.1	-0.765528	1466.06	0.749587	0.291865
-0.76	-13950	-0.76781	1474.84	0.794505	0.302937
-0.77	-14714.4	-0.769632	1481.8	0.767127	0.289284
-0.78	-15473.2	-0.772345	1492.27	0.784534	0.294706
-0.79	-14917.3	-0.77417	1499.29	0.774241	0.281172
-0.8	-14891.2	-0.777782	1513.3	0.77703	0.281498
-0.81	-16162.7	-0.781794	1528.96	0.799321	0.287558
-0.82	-14372.3	-0.783577	1535.9	0.787436	0.275863
-0.83	-14443.6	-0.785674	1544.08	0.768367	0.262959
-0.84	-15900.4	-0.788478	1555.1	0.749395	0.257267
-0.85	-15382.2	-0.790255	1562.07	0.757159	0.244989
-0.86	-15462.3	-0.793508	1574.97	0.756313	0.248456
-0.87	-14790	-0.795648	1583.48	0.769179	0.250707
-0.88	-15756.9	-0.798625	1595.3	0.743912	0.237456
-0.89	-16529.1	-0.799633	1599.32	0.74188	0.23645
-0.9	-15199.4	-0.803487	1614.75	0.74359	0.230712
-0.91	-15666.7	-0.80543	1622.53	0.732431	0.221845
-0.92	-16121.8	-0.807306	1630.09	0.73598	0.221016
-0.93	-16400.8	-0.809595	1639.34	0.737005	0.219536
-0.94	-16127.8	-0.811933	1648.77	0.703279	0.205794
-0.95	-16339.6	-0.813506	1655.14	0.69507	0.199248
-0.96	-15974.5	-0.817491	1671.41	0.718862	0.204593
-0.97	-16600.8	-0.81828	1674.63	0.721049	0.203287
-0.98	-15810.9	-0.82036	1683.15	0.722199	0.20227
-0.99	-16397.2	-0.82193	1689.58	0.717219	0.197409
