uB	E	M	M2	C	X
-0.13	-5140.54	-0.98011	2401.6	0.276836	0.0379932
-0.12	-5111.45	-0.979612	2399.16	0.239685	0.0355324
-0.11	-5082.63	-0.979078	2396.55	0.265038	0.0395824
-0.1	-5055.71	-0.978744	2394.92	0.258979	0.0397683
-0.09	-5026.11	-0.978098	2391.76	0.27605	0.0426331
-0.08	-5003.45	-0.978364	2393.06	0.265839	0.0415436
-0.07	-4967.05	-0.976966	2386.23	0.264505	0.0408277
-0.06	-4945.79	-0.976821	2385.51	0.253391	0.0397341
-0.05	-4915.73	-0.976522	2384.07	0.289758	0.0478788
-0.04	-4886	-0.975758	2380.34	0.297974	0.0509388
-0.03	-4855.57	-0.974981	2376.55	0.283229	0.050984
-0.02	-4830.03	-0.974833	2375.84	0.301422	0.0530522
-0.01	-4801.28	-0.974119	2372.36	0.303673	0.0575719
7.5287e-16	-4510.24	-0.575912	984.009	3.06421	92.8929
0.01	-4802.46	0.97438	2373.63	0.305065	0.0551215
0.02	-4834.37	0.975337	2378.3	0.320706	0.0550195
0.03	-4845.58	0.962745	2327.33	0.856834	6.08282
0.04	-4883.96	0.975284	2378.07	0.360464	0.0702481
0.05	-4913.66	0.976206	2382.52	0.286474	0.0486677
0.06	-4935.27	0.975634	2379.76	0.334038	0.0617799
0.07	-4968.12	0.976965	2386.23	0.274643	0.0441395
0.08	-4993.75	0.977182	2387.28	0.274268	0.0426169
0.09	-5017.74	0.976957	2386.2	0.302408	0.0483901
0.1	-5053.88	0.978552	2393.98	0.274238	0.041875
0.11	-5081.7	0.978965	2396	0.264219	0.0397933
0.12	-5107.91	0.979118	2396.74	0.261205	0.0393936
0.13	-5137.45	0.979764	2399.91	0.250559	0.0367172
0.14	-5164.57	0.980108	2401.59	0.273823	0.0393833
0.15	-5191.07	0.980399	2403.01	0.247199	0.0345894
0.16	-5218.92	0.980746	2404.72	0.245651	0.0342751
0.17	-5245.25	0.980971	2405.82	0.244966	0.0338871
0.18	-5273.06	0.981347	2407.66	0.249155	0.0340977
0.19	-5300.01	0.981669	2409.24	0.242862	0.0320807
0.2	-5329.07	0.982141	2411.55	0.22704	0.0305782
0.21	-5355.03	0.982345	2412.55	0.235017	0.0306868
0.22	-5382.09	0.982599	2413.8	0.232462	0.0302618
0.23	-5409.87	0.983004	2415.79	0.241272	0.0318963
0.24	-5437.14	0.98329	2417.2	0.230594	0.0292818
0.25	-5464.59	0.98358	2418.62	0.222748	0.028255
0.26	-5490.98	0.983808	2419.74	0.223385	0.0278589
0.27	-5518.63	0.984143	2421.39	0.213345	0.0261487
0.28	-5553.18	0.985086	2426	0.0552437	0.00641043
0.29	-5575.1	0.98493	2425.25	0.185395	0.0221057
0.3	-5599.7	0.984933	2425.27	0.208758	0.024752
0.31	-5625.87	0.985142	2426.3	0.184784	0.0212995
0.32	-5656.74	0.985766	2429.38	0.213849	0.024427
0.33	-5678.56	0.985465	2427.89	0.202527	0.0235831
0.34	-5706.21	0.985775	2429.42	0.194524	0.0222149
0.35	-5732.59	0.985979	2430.42	0.204606	0.023499
0.36	-5758.75	0.986132	2431.18	0.201846	0.0225554
0.37	-5788.2	0.986664	2433.8	0.189989	0.0208761
0.38	-5815.25	0.986931	2435.12	0.180667	0.0194097
0.39	-5838.28	0.986686	2433.91	0.183985	0.0203267
0.4	-5866.36	0.987071	2435.81	0.185073	0.0199042
0.41	-5894.01	0.987365	2437.25	0.183835	0.0195671
0.42	-5919.6	0.987493	2437.88	0.17133	0.0178019
0.43	-5945.89	0.98763	2438.57	0.188351	0.0198943
0.44	-5975	0.988104	2440.9	0.178643	0.0185487
0.45	-5998.18	0.987933	2440.06	0.180119	0.0186332
0.46	-6025.5	0.9882	2441.38	0.171802	0.0176009
0.47	-6052.34	0.988398	2442.36	0.176907	0.0180239
0.48	-6075.87	0.988313	2441.94	0.187526	0.0190664
0.49	-6102.19	0.98838	2442.26	0.155524	0.0162125
0.5	-6131.66	0.988914	2444.9	0.164501	0.016324
0.51	-6156.91	0.988978	2445.22	0.17021	0.0167538
0.52	-6179.31	0.988726	2443.98	0.184862	0.0185359
0.53	-6210.75	0.989401	2447.31	0.157377	0.0154686
0.54	-6235.52	0.989383	2447.22	0.162062	0.0156506
0.55	-6264.32	0.989797	2449.27	0.158739	0.0152336
0.56	-6286.53	0.989522	2447.91	0.140414	0.0135223
0.57	-6317.27	0.990124	2450.89	0.152341	0.0144546
0.58	-6341.66	0.990109	2450.81	0.154019	0.0142608
0.59	-6371.99	0.990614	2453.32	0.192346	0.0180779
0.6	-6395.83	0.990536	2452.93	0.150214	0.0138901
0.61	-6420.62	0.990548	2452.98	0.146458	0.013362
0.62	-6447.51	0.990735	2453.91	0.157522	0.0144293
0.63	-6469.98	0.990531	2452.9	0.143988	0.0130454
0.64	-6499.74	0.990999	2455.22	0.143518	0.0127796
0.65	-6526.59	0.991184	2456.13	0.138752	0.012405
0.66	-6552.82	0.991321	2456.81	0.131212	0.0115808
0.67	-6577.21	0.991269	2456.56	0.138667	0.0122407
0.68	-6604.46	0.99152	2457.8	0.140675	0.012329
0.69	-6629.12	0.9915	2457.7	0.137774	0.0120383
0.7	-6655.94	0.991682	2458.6	0.128831	0.0111836
0.71	-6683.04	0.991867	2459.52	0.123262	0.0107025
0.72	-6709.52	0.992031	2460.33	0.129252	0.0111924
0.73	-6734.1	0.99203	2460.33	0.12543	0.0106435
0.74	-6756.53	0.991807	2459.22	0.13798	0.0119094
0.75	-6782.48	0.991937	2459.87	0.135913	0.0113332
0.76	-6815.12	0.99263	2463.3	0.131789	0.0108714
0.77	-6842.08	0.992802	2464.16	0.123143	0.0102488
0.78	-6865.04	0.992655	2463.43	0.124004	0.0102076
0.79	-6890.66	0.992736	2463.83	0.125975	0.0101838
0.8	-6917.24	0.992886	2464.57	0.127548	0.0104245
0.81	-6941.21	0.992807	2464.18	0.116309	0.00944374
0.82	-6972.66	0.99339	2467.08	0.117483	0.0093681
0.83	-6994.22	0.993096	2465.61	0.108529	0.00864432
0.84	-7013.52	0.992645	2463.38	0.17406	0.0129901
0.85	-7045.83	0.993279	2466.52	0.11257	0.00888293
0.86	-7072.76	0.993437	2467.31	0.101394	0.00806538
0.87	-7098.32	0.993514	2467.69	0.121794	0.00946924
0.88	-7122.23	0.993449	2467.37	0.125274	0.00965224
0.89	-7148.22	0.993543	2467.83	0.110797	0.00857049
0.9	-7173.78	0.993603	2468.13	0.11312	0.00881344
0.91	-7200.45	0.993759	2468.91	0.106577	0.00810795
0.92	-7228.26	0.994019	2470.2	0.108224	0.00816725
0.93	-7251.18	0.993858	2469.4	0.107527	0.00804758
0.94	-7278.78	0.994084	2470.52	0.112835	0.00848797
0.95	-7302.65	0.994	2470.1	0.109221	0.00815191
0.96	-7329.54	0.994174	2470.97	0.103838	0.00768953
0.97	-7358.29	0.994504	2472.61	0.0663885	0.00506586
0.98	-7382.94	0.994482	2472.5	0.0910456	0.00674118
0.99	-7407.7	0.994472	2472.45	0.100513	0.00733017
