uB	E	M	M2	C	X
0.37	-20925	1	2500	0	0
0.36	-20894.7	0.999514	2497.57	0.0289859	0.00152479
0.35	-20870.4	0.999462	2497.31	0.0186189	0.00169613
0.34	-20848.9	0.999899	2499.49	0.00332617	0.000176588
0.33	-20823.9	0.999903	2499.51	0.00320013	0.000170684
0.32	-20797.8	0.999795	2498.97	0.00868351	0.000465295
0.31	-20770.7	0.99959	2497.95	0.0123088	0.000735014
0.3	-20743.7	0.999405	2497.03	0.02222	0.00122816
0.29	-20721.7	0.999688	2498.44	0.0100201	0.000571987
0.28	-20694.9	0.999523	2497.61	0.0115252	0.000629178
0.27	-20668.3	0.999369	2496.85	0.0338545	0.00185678
0.26	-20646.2	0.999644	2498.22	0.0146702	0.000808381
0.25	-20619.1	0.999442	2497.21	0.0220009	0.00128267
0.24	-20596.8	0.999695	2498.47	0.0113379	0.000630672
0.23	-20569.8	0.999508	2497.54	0.0138651	0.000779976
0.22	-20544.6	0.999481	2497.41	0.0193842	0.00110798
0.21	-20520.2	0.999548	2497.74	0.0223339	0.00126066
0.2	-20492.6	0.999265	2496.33	0.0202976	0.001388
0.19	-20470.4	0.999555	2497.77	0.0126001	0.000765108
0.18	-20444.5	0.999458	2497.29	0.0187881	0.00117761
0.17	-20422.3	0.999737	2498.69	0.0109411	0.000629199
0.16	-20400	1	2500	2.38419e-11	0
0.15	-20370.5	0.999566	2497.83	0.0151406	0.000879079
0.14	-20343.9	0.9994	2497	0.0212978	0.00130563
0.13	-20318.7	0.999388	2496.94	0.0266571	0.00156284
0.12	-20294	0.9994	2497	0.0231563	0.00154826
0.11	-20269.5	0.999454	2497.27	0.0185208	0.00114227
0.1	-20250	1	2500	2.38419e-11	0
0.09	-20218.7	0.999372	2496.86	0.0198324	0.00129296
0.08	-20170.3	0.999435	2497.18	0.0183807	0.00116688
0.07	-20169.4	0.999455	2497.27	0.0192823	0.00116405
0.06	-20149.9	0.99999	2499.95	0.000329475	1.9988e-05
0.05	-20118	0.999304	2496.52	0.0195115	0.00119962
0.04	-20046.2	0.999423	2497.12	0.0170342	0.00106677
0.03	-19995.5	0.999245	2496.23	0.0233468	0.00153024
0.02	-20043.6	0.999353	2496.77	0.0218541	0.00140203
0.01	-19994	0.999286	2496.43	0.0288621	0.00188004
-7.5287e-16	-19993.7	0.999336	2496.68	0.0178757	0.00136066
-0.01	-19966.7	0.999144	2495.72	0.0276913	0.00188814
-0.02	-19846.1	0.999185	2495.93	0.025604	0.00174782
-0.03	-19917	0.999174	2495.87	0.0257625	0.00173039
-0.04	-19846.5	0.999446	2497.23	0.0201307	0.00128371
-0.05	-19866.7	0.999123	2495.62	0.0237829	0.00171082
-0.06	-19841.3	0.999082	2495.42	0.0287397	0.00208246
-0.07	-19816.6	0.999137	2495.69	0.0281289	0.00192608
-0.08	-19791.7	0.999119	2495.6	0.0252292	0.00195193
-0.09	-19766.3	0.999089	2495.45	0.0260774	0.00182724
-0.1	-19717.3	0.999084	2495.42	0.0278436	0.00201689
-0.11	-19715.4	0.998988	2494.94	0.0295262	0.00213499
-0.12	-19690.9	0.999026	2495.13	0.030052	0.00232709
-0.13	-19641.9	0.999035	2495.18	0.02821	0.00207356
-0.14	-19640.6	0.999004	2495.02	0.0299423	0.00217088
-0.15	-19614.3	0.998874	2494.38	0.0316985	0.00228256
-0.16	-19541.7	0.998893	2494.47	0.0339788	0.00255003
-0.17	-19540.8	0.998894	2494.48	0.0322351	0.00251683
-0.18	-19540.3	0.998955	2494.78	0.0322494	0.0024148
-0.19	-19466.4	0.998834	2494.18	0.032647	0.00261092
-0.2	-19442.1	0.998924	2494.63	0.0271285	0.00217116
-0.21	-19464.3	0.998862	2494.32	0.0368075	0.00267704
-0.22	-19416.8	0.998994	2494.97	0.0289388	0.00225453
-0.23	-19414	0.998776	2493.89	0.0330787	0.00271253
-0.24	-19353.8	0.998887	2494.44	0.0283076	0.00218753
-0.25	-19339.2	0.998687	2493.44	0.0393867	0.00322194
-0.26	-19266	0.998652	2493.27	0.036774	0.00314944
-0.27	-19265.3	0.998696	2493.49	0.0399171	0.0033383
-0.28	-19239.6	0.998608	2493.05	0.0364206	0.00303391
-0.29	-19263.9	0.998764	2493.83	0.038398	0.00308291
-0.3	-19165.5	0.998595	2492.98	0.0381952	0.00328403
-0.31	-19152	0.998476	2492.39	0.042658	0.00446755
-0.32	-19162.7	0.99849	2492.46	0.0394877	0.00331726
-0.33	-19161.8	0.998528	2492.65	0.027802	0.00233896
-0.34	-19111.8	0.998373	2491.88	0.0424774	0.00373351
-0.35	-19038.7	0.998353	2491.78	0.0460857	0.0041049
-0.36	-18944.4	0.99871	2493.56	0.0276587	0.00221444
-0.37	-18975.9	0.998256	2491.29	0.0449828	0.00413503
-0.38	-19036.2	0.998416	2492.09	0.0378621	0.00326732
-0.39	-19008.8	0.998142	2490.72	0.0437874	0.00378018
-0.4	-18985.1	0.998267	2491.35	0.0479091	0.00437314
-0.41	-18958.1	0.997991	2489.97	0.062497	0.00646533
-0.42	-18861.8	0.998072	2490.38	0.0491373	0.00499594
-0.43	-18884.2	0.997947	2489.75	0.0511116	0.00562098
-0.44	-18858.9	0.997939	2489.71	0.0504893	0.00517017
-0.45	-18834.3	0.997988	2489.96	0.0513775	0.0051801
-0.46	-18832.4	0.997858	2489.31	0.0559465	0.00590956
-0.47	-18758.9	0.997806	2489.05	0.0550596	0.00548185
-0.48	-18782.2	0.997777	2488.9	0.049388	0.00600406
-0.49	-21090.8	-0.999802	2499.01	0.00709179	0.000351771
-0.5	-21250	-1	2500	-4.76837e-11	0
-0.51	-21275	-1	2500	-4.76837e-11	0
-0.52	-21300	-1	2500	-4.76837e-11	0
-0.53	-21321.7	-0.999709	2498.54	0.00987919	0.00048143
-0.54	-21346.4	-0.999687	2498.44	0.00785438	0.000381064
-0.55	-21372.4	-0.99977	2498.85	0.0119735	0.000578362
-0.56	-21400	-1	2500	-4.76837e-11	0
-0.57	-21425	-1	2500	-4.76837e-11	0
-0.58	-21450	-1	2500	-4.76837e-11	0
-0.59	-21475	-1	2500	-4.76837e-11	0
-0.6	-21500	-1	2500	-4.76837e-11	0
-0.61	-21525	-1	2500	-4.76837e-11	0
-0.62	-21550	-1	2500	-4.76837e-11	0
-0.63	-21575	-1	2500	-4.76837e-11	0
-0.64	-21600	-1	2500	-4.76837e-11	0
-0.65	-21625	-1	2500	-4.76837e-11	0
-0.66	-21650	-1	2500	-4.76837e-11	0
-0.67	-21675	-1	2500	-4.76837e-11	0
-0.68	-21700	-1	2500	-4.76837e-11	0
-0.69	-21725	-1	2500	-4.76837e-11	0
-0.7	-21750	-1	2500	-4.76837e-11	0
-0.71	-21775	-1	2500	-4.76837e-11	0
-0.72	-21800	-1	2500	-4.76837e-11	0
-0.73	-21825	-1	2500	-4.76837e-11	0
-0.74	-21850	-1	2500	-4.76837e-11	0
-0.75	-21875	-1	2500	-4.76837e-11	0
-0.76	-21900	-1	2500	-4.76837e-11	0
-0.77	-21925	-1	2500	-4.76837e-11	0
-0.78	-21950	-1	2500	-4.76837e-11	0
-0.79	-21975	-1	2500	-4.76837e-11	0
-0.8	-22000	-1	2500	-4.76837e-11	0
-0.81	-22025	-1	2500	-4.76837e-11	0
-0.82	-22050	-1	2500	-4.76837e-11	0
-0.83	-22075	-1	2500	-4.76837e-11	0
-0.84	-22100	-1	2500	-4.76837e-11	0
-0.85	-22125	-1	2500	-4.76837e-11	0
-0.86	-22150	-1	2500	-4.76837e-11	0
-0.87	-22175	-1	2500	-4.76837e-11	0
-0.88	-22200	-1	2500	-4.76837e-11	0
-0.89	-22225	-1	2500	-4.76837e-11	0
-0.9	-22250	-1	2500	-4.76837e-11	0
-0.91	-22275	-1	2500	-4.76837e-11	0
-0.92	-22300	-1	2500	-4.76837e-11	0
-0.93	-22325	-1	2500	-4.76837e-11	0
-0.94	-22350	-1	2500	-4.76837e-11	0
-0.95	-22375	-1	2500	-4.76837e-11	0
-0.96	-22400	-1	2500	-4.76837e-11	0
-0.97	-22425	-1	2500	-4.76837e-11	0
-0.98	-22450	-1	2500	-4.76837e-11	0
-0.99	-22475	-1	2500	-4.76837e-11	0
