10	-1.63803	0.0426277	0.00538232
9.90099	-1.65509	0.0435269	0.00549951
9.80392	-1.67217	0.0444364	0.00561806
9.70874	-1.68926	0.0453561	0.00573799
9.61538	-1.70637	0.046286	0.0058593
9.52381	-1.72349	0.0472262	0.00598198
9.43396	-1.74064	0.0481766	0.00610603
9.34579	-1.75779	0.0491372	0.00623146
9.25926	-1.77497	0.0501082	0.00635827
9.17431	-1.79216	0.0510893	0.00648645
9.09091	-1.80937	0.0520808	0.006616
9.00901	-1.8266	0.0530825	0.00674693
8.92857	-1.84384	0.0540946	0.00687923
8.84956	-1.8611	0.0551169	0.0070129
8.77193	-1.87837	0.0561494	0.00714794
8.69565	-1.89566	0.0571923	0.00728435
8.62069	-1.91297	0.0582454	0.00742212
8.54701	-1.93029	0.0593088	0.00756126
8.47458	-1.94763	0.0603825	0.00770176
8.40336	-1.96498	0.0614664	0.00784362
8.33333	-1.98235	0.0625606	0.00798683
8.26446	-1.99974	0.0636651	0.0081314
8.19672	-2.01714	0.0647797	0.00827733
8.13008	-2.03455	0.0659046	0.0084246
8.06452	-2.05199	0.0670397	0.00857321
8	-2.06943	0.068185	0.00872317
7.93651	-2.0869	0.0693405	0.00887447
7.87402	-2.10438	0.0705061	0.00902709
7.8125	-2.12187	0.0716819	0.00918105
7.75194	-2.13938	0.0728678	0.00933634
7.69231	-2.1569	0.0740638	0.00949294
7.63359	-2.17444	0.0752698	0.00965086
7.57576	-2.19199	0.076486	0.00981009
7.5188	-2.20955	0.0777121	0.00997063
7.46269	-2.22713	0.0789482	0.0101325
7.40741	-2.24473	0.0801943	0.0102956
7.35294	-2.26234	0.0814503	0.01046
7.29927	-2.27996	0.0827162	0.0106257
7.24638	-2.29759	0.0839919	0.0107927
7.19424	-2.31524	0.0852775	0.010961
7.14286	-2.3329	0.0865729	0.0111305
7.0922	-2.35058	0.087878	0.0113012
7.04225	-2.36826	0.0891928	0.0114733
6.99301	-2.38596	0.0905173	0.0116465
6.94444	-2.40368	0.0918513	0.011821
6.89655	-2.4214	0.093195	0.0119967
6.84932	-2.43914	0.0945481	0.0121737
6.80272	-2.45688	0.0959107	0.0123518
6.75676	-2.47464	0.0972827	0.0125312
6.71141	-2.49241	0.0986641	0.0127117
6.66667	-2.5102	0.100055	0.0128934
6.62252	-2.52799	0.101455	0.0130763
6.57895	-2.54579	0.102864	0.0132604
6.53595	-2.56361	0.104282	0.0134456
6.49351	-2.58143	0.105709	0.0136319
6.45161	-2.59927	0.107145	0.0138194
6.41026	-2.61711	0.108591	0.0140081
6.36943	-2.63496	0.110045	0.0141978
6.32911	-2.65282	0.111507	0.0143886
6.28931	-2.6707	0.112979	0.0145806
6.25	-2.68858	0.114459	0.0147736
6.21118	-2.70646	0.115948	0.0149676
6.17284	-2.72436	0.117445	0.0151628
6.13497	-2.74227	0.11895	0.0153589
6.09756	-2.76018	0.120464	0.0155562
6.06061	-2.7781	0.121986	0.0157544
6.0241	-2.79602	0.123516	0.0159536
5.98802	-2.81396	0.125055	0.0161539
5.95238	-2.83189	0.126601	0.0163551
5.91716	-2.84984	0.128155	0.0165573
5.88235	-2.86779	0.129717	0.0167604
5.84795	-2.88575	0.131286	0.0169645
5.81395	-2.90371	0.132864	0.0171695
5.78035	-2.92168	0.134448	0.0173754
5.74713	-2.93965	0.13604	0.0175822
5.71429	-2.95762	0.13764	0.0177899
5.68182	-2.9756	0.139246	0.0179985
5.64972	-2.99358	0.14086	0.018208
5.61798	-3.01157	0.14248	0.0184182
5.58659	-3.02956	0.144108	0.0186293
5.55556	-3.04755	0.145742	0.0188412
5.52486	-3.06555	0.147383	0.0190539
5.49451	-3.08354	0.14903	0.0192674
5.46448	-3.10154	0.150683	0.0194816
5.43478	-3.11954	0.152343	0.0196966
5.40541	-3.13754	0.15401	0.0199123
5.37634	-3.15554	0.155682	0.0201287
5.34759	-3.17354	0.15736	0.0203459
5.31915	-3.19154	0.159044	0.0205636
5.29101	-3.20953	0.160733	0.0207821
5.26316	-3.22753	0.162428	0.0210012
5.2356	-3.24553	0.164129	0.0212209
5.20833	-3.26353	0.165835	0.0214412
5.18135	-3.28152	0.167546	0.0216622
5.15464	-3.29951	0.169262	0.0218836
5.12821	-3.3175	0.170983	0.0221057
5.10204	-3.33548	0.172708	0.0223283
5.07614	-3.35346	0.174438	0.0225513
5.05051	-3.37144	0.176173	0.0227749
5.02513	-3.38941	0.177912	0.022999
5	-3.40738	0.179655	0.0232235
4.97512	-3.42534	0.181402	0.0234485
4.9505	-3.4433	0.183153	0.0236739
4.92611	-3.46125	0.184908	0.0238997
4.90196	-3.4792	0.186667	0.0241258
