1/beta	E	M	C	X
1.13507	-4979.5	0.997884	0.995774	0.0538163	0.00429465
1.13636	-4981.69	0.9981	0.996204	0.0448578	0.00370291
1.13766	-4981.19	0.998053	0.996112	0.0491726	0.00397455
1.13895	-4980.39	0.99796	0.995926	0.0471075	0.0038539
1.14025	-4978.97	0.997823	0.995653	0.0549631	0.00444997
1.14155	-4979.58	0.997886	0.995779	0.0514696	0.00415352
1.14286	-4978.55	0.997757	0.99552	0.0518134	0.00434552
1.14416	-4979.67	0.9979	0.995805	0.0529959	0.00426145
1.14548	-4981.91	0.998126	0.996256	0.0464893	0.00378032
1.14679	-4979.72	0.997895	0.995797	0.0545456	0.00447981
1.14811	-4978.99	0.997829	0.995665	0.0538212	0.00432721
1.14943	-4977.24	0.997613	0.995235	0.0641077	0.00554487
1.15075	-4978.62	0.997778	0.995564	0.0514123	0.00424297
1.15207	-4979.04	0.997811	0.995628	0.0519224	0.00439956
1.1534	-4979.11	0.997831	0.995668	0.0538718	0.00440132
1.15473	-4979.59	0.997883	0.995773	0.0597172	0.00498303
1.15607	-4978.17	0.997739	0.995484	0.0529579	0.00431596
1.15741	-4977.6	0.99768	0.995368	0.0584534	0.00479916
1.15875	-4975.95	0.997546	0.995101	0.0716936	0.00547937
1.16009	-4977.81	0.997675	0.995358	0.0548391	0.00480005
1.16144	-4977.34	0.997659	0.995326	0.0573479	0.0046693
1.16279	-4976.66	0.997572	0.995152	0.0573693	0.00481966
1.16414	-4977.51	0.997666	0.99534	0.0538716	0.00449127
1.1655	-4976.09	0.997511	0.995029	0.0528787	0.00441702
1.16686	-4975.87	0.997455	0.994919	0.0678382	0.00628866
1.16822	-4979.04	0.997842	0.99569	0.0507431	0.00402348
1.16959	-4975.54	0.997439	0.994887	0.0560878	0.00480842
1.17096	-4975.83	0.997483	0.994975	0.0610406	0.00510183
1.17233	-4975.34	0.997424	0.994857	0.0581573	0.00491112
1.17371	-4978.18	0.997767	0.99554	0.0498536	0.00401589
1.17509	-4975.31	0.997435	0.99488	0.0600961	0.00506462
1.17647	-4974.56	0.997358	0.994725	0.0607015	0.00502106
1.17786	-4974.89	0.997377	0.994764	0.0604798	0.00526729
1.17925	-4973.99	0.997302	0.994613	0.0610515	0.00523785
1.18064	-4974.46	0.997349	0.994707	0.059374	0.00500093
1.18203	-4974.06	0.997301	0.994611	0.0624532	0.00532297
1.18343	-4973.96	0.997296	0.994603	0.0599946	0.00506565
1.18483	-4975.65	0.997479	0.994967	0.0641909	0.00534427
1.18624	-4973.95	0.99727	0.99455	0.0658648	0.00579399
1.18765	-4974.03	0.997294	0.994598	0.0584295	0.00507727
1.18906	-4972.21	0.997104	0.994219	0.0693639	0.00581368
1.19048	-4973.53	0.997239	0.994488	0.0652305	0.00569437
1.1919	-4971.69	0.997011	0.994034	0.0606322	0.00563574
1.19332	-4975.71	0.997483	0.994975	0.0548874	0.0045839
1.19474	-4972.33	0.997122	0.994255	0.0664765	0.00573142
1.19617	-4971.18	0.996991	0.993993	0.059337	0.00540779
1.1976	-4972.08	0.997116	0.994242	0.0673014	0.00568224
1.19904	-4965.7	0.996443	0.9929	0.039882	0.00347793
1.20048	-4970.53	0.996923	0.993857	0.0687886	0.006119
1.20192	-4970.89	0.996959	0.993931	0.062174	0.00553899
1.20337	-4971.32	0.996994	0.993999	0.0662338	0.00586471
1.20482	-4971.58	0.997043	0.994097	0.0592672	0.00515638
1.20627	-4970.05	0.996876	0.993765	0.0699267	0.00614738
1.20773	-4971.92	0.997089	0.994189	0.0661481	0.00566497
1.20919	-4971.46	0.997044	0.994098	0.0622608	0.00533968
1.21065	-4966.42	0.99644	0.992897	0.071566	0.00683103
