1	-800	1	0	0
0.99	-800	1	0	0
0.98	-800	1	0	0
0.97	-800	1	0	0
0.96	-800	1	0	0
0.95	-800	1	0	0
0.94	-800	1	0	0
0.93	-800	1	0	0
0.92	-800	1	0	0
0.91	-800	1	0	0
0.9	-800	1	0	0
0.89	-800	1	0	0
0.88	-800	1	0	0
0.87	-800	1	0	0
0.86	-800	1	0	0
0.85	-790	0.995	0	0
0.84	-800	1	0	0
0.83	-800	1	0	0
0.82	-800	1	0	0
0.81	-800	1	0	0
0.8	-800	1	0	0
0.79	-800	1	0	0
0.78	-800	1	0	0
0.77	-800	1	0	0
0.76	-800	1	0	0
0.75	-800	1	0	0
0.74	-800	1	0	0
0.73	-800	1	0	0
0.72	-800	1	0	0
0.71	-800	1	0	0
0.7	-800	1	0	0
0.69	-800	1	0	0
0.68	-800	1	0	0
0.67	-800	1	0	0
0.66	-800	1	0	0
0.65	-800	1	0	0
0.64	-800	1	0	0
0.63	-800	1	0	0
0.62	-800	1	0	0
0.61	-800	1	0	0
0.6	-800	1	0	0
0.59	-800	1	0	0
0.58	-800	1	0	0
0.57	-774.133	0.985067	0.00106856	7.49867e-005
0.56	-780	0.99	0	0
0.55	-780	0.99	0	0
0.54	-790	0.995	0	0
0.53	-790	0.995	0	0
0.52	-800	1	0	0
0.51	-800	1	0	0
0.5	-780	0.99	0	0
0.49	-770	0.985	0	0
0.48	-770	0.985	0	0
0.47	-770	0.985	0	0
0.46	-780	0.99	0	0
0.45	-760	0.98	0	0
0.44	-766.133	0.975333	0.000120462	0.000273778
0.43	-780	0.99	0	0
0.42	-731.84	0.9642	0.0242143	0.00286048
0.41	-790	0.995	0	0
0.4	-693.773	0.942967	0.00717945	0.00112516
0.39	-705.787	0.946267	0.0119682	0.00156971
0.38	-703.947	0.9498	0.0120516	0.00171659
0.37	-668.787	0.926033	0.00804783	0.0023333
