1/beta	E	M	C	X
0.5	-2700	9.02268e+07	8.14089e+15	0	0
0.501253	-2700	9.02268e+07	8.14089e+15	0	0
0.502513	-2700	9.02268e+07	8.14089e+15	0	0
0.503778	-2700	9.02268e+07	8.14089e+15	0	0
0.505051	-2700	9.02268e+07	8.14089e+15	0	0
0.506329	-2700	9.02268e+07	8.14089e+15	0	0
0.507614	-2700	9.02268e+07	8.14089e+15	0	0
0.508906	-2700	9.02268e+07	8.14089e+15	0	0
0.510204	-2700	9.02268e+07	8.14089e+15	0	0
0.511509	-2700	9.02268e+07	8.14089e+15	0	0
0.512821	-2700	9.02268e+07	8.14089e+15	0	0
0.514139	-2700	9.02268e+07	8.14089e+15	0	0
0.515464	-2700	9.02268e+07	8.14089e+15	0	0
0.516796	-2700	9.02268e+07	8.14089e+15	0	0
0.518135	-2700	9.02268e+07	8.14089e+15	0	0
0.519481	-2700	9.02268e+07	8.14089e+15	0	0
0.520833	-2700	9.02268e+07	8.14089e+15	0	0
0.522193	-2700	9.02268e+07	8.14089e+15	0	0
0.52356	-2700	9.02268e+07	8.14089e+15	0	0
0.524934	-2700	9.02268e+07	8.14089e+15	0	0
0.526316	-2700	9.02268e+07	8.14089e+15	0	0
0.527704	-2700	9.02268e+07	8.14089e+15	0	0
0.529101	-2700	9.02268e+07	8.14089e+15	0	0
0.530504	-2700	9.02268e+07	8.14089e+15	0	0
0.531915	-2700	9.02268e+07	8.14089e+15	0	0
0.533333	-2700	9.02268e+07	8.14089e+15	0	0
0.534759	-2700	9.02268e+07	8.14089e+15	0	0
0.536193	-2700	9.02268e+07	8.14089e+15	0	0
0.537634	-2700	9.02268e+07	8.14089e+15	0	0
0.539084	-2700	9.02268e+07	8.14089e+15	0	0
0.540541	-2700	9.02268e+07	8.14089e+15	0	0
0.542005	-2700	9.02268e+07	8.14089e+15	0	0
0.543478	-2700	9.02268e+07	8.14089e+15	0	0
0.544959	-2700	9.02268e+07	8.14089e+15	0	0
0.546448	-2700	9.02268e+07	8.14089e+15	0	0
0.547945	-2700	9.02268e+07	8.14089e+15	0	0
0.549451	-2700	9.02268e+07	8.14089e+15	0	0
0.550964	-2700	9.02268e+07	8.14089e+15	0	0
0.552486	-2700	9.02268e+07	8.14089e+15	0	0
0.554017	-2700	9.02268e+07	8.14089e+15	0	0
0.555556	-2700	9.02268e+07	8.14089e+15	0	0
0.557103	-2700	9.02268e+07	8.14089e+15	0	0
0.558659	-2700	9.02268e+07	8.14089e+15	0	0
0.560224	-2700	9.02268e+07	8.14089e+15	0	0
0.561798	-2700	9.02268e+07	8.14089e+15	0	0
0.56338	-2700	9.02268e+07	8.14089e+15	0	0
0.564972	-2700	9.02268e+07	8.14089e+15	0	0
0.566572	-2700	9.02268e+07	8.14089e+15	0	0
0.568182	-2700	9.02268e+07	8.14089e+15	0	0
0.569801	-2700	9.02268e+07	8.14089e+15	0	0
0.571429	-2700	9.02268e+07	8.14089e+15	0	0
0.573066	-2700	9.02268e+07	8.14089e+15	0	0
0.574713	-2700	9.02268e+07	8.14089e+15	0	0
0.576369	-2700	9.02268e+07	8.14089e+15	0	0
0.578035	-2700	9.02268e+07	8.14089e+15	0	0
0.57971	-2700	9.02268e+07	8.14089e+15	0	0
0.581395	-2700	9.02268e+07	8.14089e+15	0	0
0.58309	-2700	9.02268e+07	8.14089e+15	0	0
0.584795	-2700	9.02268e+07	8.14089e+15	0	0
0.58651	-2700	9.02268e+07	8.14089e+15	0	0
0.588235	-2700	9.02268e+07	8.14089e+15	0	0
0.589971	-2700	9.02268e+07	8.14089e+15	0	0
0.591716	-2700	9.02268e+07	8.14089e+15	0	0
0.593472	-2700	9.02268e+07	8.14089e+15	0	0
0.595238	-2700	9.02268e+07	8.14089e+15	0	0
0.597015	-2700	9.02268e+07	8.14089e+15	0	0
