1/beta	E	M	C	X
1.63934	-1725.44	0.976157	0.952982	0.31033	0.0547392
1.64204	-1725.3	0.976147	0.952956	0.290863	0.0517269
1.64474	-1724.66	0.975847	0.952371	0.280209	0.0509574
1.64745	-1723.88	0.975641	0.951972	0.300063	0.0527552
1.65017	-1725.73	0.976595	0.953818	0.256647	0.0437028
1.65289	-1722.38	0.975166	0.951047	0.295899	0.0533238
1.65563	-1721.95	0.974869	0.950474	0.297254	0.0570232
1.65837	-1721.02	0.974692	0.950128	0.304543	0.0556459
1.66113	-1719.76	0.974071	0.948922	0.287594	0.0578326
1.66389	-1718.75	0.97386	0.948514	0.325202	0.0594934
1.66667	-1718.4	0.97355	0.947913	0.31065	0.0613969
1.66945	-1717.58	0.973385	0.947588	0.315922	0.0592218
1.67224	-1717.8	0.973437	0.94769	0.317314	0.05927
1.67504	-1717.8	0.973573	0.947952	0.316738	0.0575761
1.67785	-1715.57	0.972688	0.946235	0.329603	0.0602805
1.68067	-1714.48	0.972336	0.945554	0.320968	0.0626736
1.6835	-1713.16	0.971775	0.944474	0.350929	0.0686454
1.68634	-1712.99	0.971493	0.943932	0.335334	0.0704503
1.68919	-1710.88	0.970756	0.942487	0.310187	0.0641263
1.69205	-1711.44	0.971197	0.943347	0.33281	0.0654755
1.69492	-1709.02	0.97035	0.94171	0.352263	0.0694516
1.69779	-1710.09	0.970816	0.942625	0.385759	0.0749126
1.70068	-1709.13	0.970383	0.941771	0.340852	0.0675592
1.70358	-1702.92	0.96813	0.937402	0.344254	0.0670529
1.70648	-1706.77	0.969449	0.939955	0.322576	0.0655163
1.7094	-1720.55	0.975385	0.951454	0.267615	0.0416185
1.71233	-1703.49	0.968102	0.937368	0.354011	0.076992
1.71527	-1704.66	0.968811	0.938729	0.363874	0.0703956
1.71821	-1698.13	0.965224	0.931855	0.366248	0.103255
1.72117	-1702.1	0.967798	0.936781	0.3698	0.077986
1.72414	-1699.33	0.966466	0.934218	0.365888	0.0844267
1.72712	-1699.12	0.966698	0.934656	0.365549	0.0783189
1.7301	-1697.81	0.965962	0.933243	0.36741	0.0838391
1.7331	-1698.12	0.967139	0.935496	0.382445	0.0718418
1.73611	-1695.43	0.965792	0.932869	0.297678	0.0601412
1.73913	-1694.5	0.964846	0.931093	0.376832	0.0854955
1.74216	-1694.42	0.965027	0.931438	0.382417	0.0833194
1.7452	-1694.77	0.965045	0.931476	0.367826	0.0842265
1.74825	-1693.16	0.964531	0.930487	0.370817	0.0857679
1.75131	-1691.01	0.963677	0.92885	0.400432	0.0902218
